num_cancion,ngramas,pad,recurrente,transformer
3292,Z,P,P,P
3293,Z,P,P,P
3294,Z,K,K,K
3295,Z,K,K,K
3296,Z,P,P,K
3297,Z,K,P,K
3298,Z,K,K,P
3299,Z,P,K,P
3300,Z,K,P,K
3301,Z,K,K,K
3302,Z,P,P,P
3303,Z,P,P,P
3304,Z,K,K,K
3305,Z,K,K,K
3306,Z,P,P,P
3307,Z,P,K,K
3308,Z,P,K,K
3309,Z,K,P,P
3310,Z,K,K,K
3311,Z,K,K,K
3312,Z,K,K,P
3313,Z,P,K,K
3314,Z,P,K,P
3315,Z,K,K,K
3316,Z,P,P,P
3317,Z,K,K,K
3318,Z,K,K,K
3319,Z,K,K,K
3320,Z,P,P,P
3321,Z,P,K,P
3322,Z,P,P,P
3323,Z,K,K,P
3324,Z,P,P,P
3325,Z,P,P,P
3326,Z,P,K,P
3327,Z,P,K,P
3328,Z,P,P,P
3329,Z,P,P,P
3330,Z,P,K,P
3331,Z,P,K,K
3332,Z,P,P,P
3333,Z,P,P,P
3334,Z,P,K,P
3335,Z,K,K,K
3336,Z,P,K,K
3337,Z,P,P,K
3338,Z,P,P,P
3339,Z,P,P,K
3340,Z,P,K,P
3341,Z,P,K,P
3342,Z,P,K,P
3343,Z,P,K,P
3344,Z,P,P,P
3345,Z,P,P,P
3346,Z,K,K,K
3347,Z,P,K,P
3348,Z,P,P,K
3349,Z,P,P,P
3350,Z,P,P,K
3351,Z,P,P,K
3352,Z,P,P,P
3353,Z,P,P,P
3354,Z,P,P,P
3355,Z,K,P,K
3356,Z,P,P,K
3357,Z,P,P,P
3358,Z,P,P,P
3359,Z,P,P,K
3360,Z,P,P,P
3361,Z,K,K,K
3362,Z,P,P,P
3363,Z,P,K,P
3364,Z,K,K,K
3365,Z,K,K,K
3366,Z,K,K,K
3367,Z,K,P,P
3368,Z,P,P,P
3369,Z,K,K,K
3370,Z,P,P,K
3371,Z,P,P,P
3372,Z,K,K,K
3373,Z,K,K,K
3374,Z,P,P,P
3375,Z,P,P,P
3376,Z,K,K,K
3377,Z,K,K,K
3378,Z,K,K,P
3379,Z,P,K,P
3380,Z,P,P,P
3381,Z,K,K,K
3382,Z,P,P,P
3383,Z,K,K,P
3384,Z,K,K,K
3385,Z,K,K,P
3386,Z,P,P,P
3387,Z,K,K,K
3388,Z,K,P,P
3389,Z,P,P,K
3390,Z,K,P,P
3391,Z,P,P,P
3392,Z,K,K,K
3393,Z,P,P,K
3394,Z,P,P,P
3395,Z,K,K,K
3396,Z,P,P,P
3397,Z,P,K,P
3398,Z,P,P,K
3399,Z,K,K,P
3400,Z,P,P,P
3401,Z,K,K,P
3402,Z,K,K,K
3403,Z,P,K,P
3404,Z,P,P,P
3405,Z,P,P,P
3406,Z,P,P,P
3407,Z,K,K,K
3408,Z,K,K,K
3409,Z,P,P,P
3410,Z,K,K,P
3411,Z,P,K,P
3412,Z,P,P,P
3413,Z,P,P,K
3414,Z,P,P,P
3415,Z,P,P,P
3416,Z,P,K,K
3417,Z,K,K,K
3418,Z,P,K,K
3419,Z,P,P,P
3420,Z,K,K,K
3421,Z,P,K,K
3422,Z,P,K,K
3423,Z,K,K,K
3424,Z,P,K,P
3425,Z,K,K,K
3426,Z,K,K,K
3427,Z,P,P,K
3428,Z,P,P,K
3429,Z,K,K,K
3430,Z,K,P,K
3431,Z,K,K,K
3432,Z,P,P,P
3433,Z,P,P,K
3434,Z,K,K,K
3435,Z,K,K,K
3436,Z,K,K,K
3437,Z,P,P,P
3438,Z,P,P,P
3439,Z,K,K,P
3440,Z,K,P,P
3441,Z,K,K,K
3442,Z,K,K,K
3443,Z,K,K,K
3444,Z,P,P,K
3445,Z,P,P,K
3446,Z,P,P,K
3447,Z,P,P,P
3448,Z,K,K,P
3449,Z,K,K,K
3450,Z,P,P,P
3451,Z,K,K,P
3452,Z,P,P,P
3453,Z,P,P,P
3454,Z,P,P,P
3455,Z,K,K,K
3456,Z,P,P,P
3457,Z,K,K,P
3458,Z,K,K,K
3459,Z,K,K,K
3460,Z,P,P,K
3461,Z,K,K,K
3462,Z,K,K,K
3463,Z,P,P,P
3464,Z,P,P,P
3465,Z,K,K,K
3466,Z,K,K,K
3467,Z,K,P,K
3468,Z,P,P,P
3469,Z,K,K,K
3470,Z,K,K,K
3471,Z,P,P,P
3472,Z,P,P,P
3473,Z,K,K,K
3474,Z,P,K,K
3475,Z,P,K,K
3476,Z,K,K,P
3477,Z,K,K,K
3478,Z,K,K,K
3479,Z,K,K,K
3480,Z,K,K,K
3481,Z,P,P,P
3482,Z,P,P,K
3483,Z,P,P,K
3484,Z,P,P,P
3485,Z,P,P,P
3486,Z,P,P,P
3487,Z,K,K,K
3488,Z,P,P,K
3489,Z,P,P,P
3490,Z,P,P,P
3491,Z,P,P,P
3492,Z,P,K,P
3493,Z,K,K,K
3494,Z,P,K,K
3495,Z,K,K,K
3496,Z,P,P,P
3497,Z,K,K,K
3498,Z,P,P,P
3499,Z,K,K,K
3500,Z,P,P,K
3501,Z,K,K,K
3502,Z,P,P,P
3503,Z,P,P,P
3504,Z,P,K,K
3505,Z,K,K,P
3506,Z,P,P,K
3507,Z,P,P,P
3508,Z,K,K,K
3509,Z,K,K,K
3510,Z,K,K,K
3511,Z,P,P,P
3512,Z,K,P,K
3513,Z,P,K,P
3514,Z,P,P,K
3515,Z,K,K,K
3516,Z,P,P,P
3517,Z,P,K,P
3518,Z,K,K,K
3519,Z,P,P,P
3520,Z,K,K,K
3521,Z,P,K,K
3522,Z,P,P,P
3523,Z,K,K,K
3524,Z,P,P,P
3525,Z,P,P,K
3526,Z,P,P,K
3527,Z,K,K,K
3528,Z,P,P,P
3529,Z,P,P,P
3530,Z,P,K,P
3531,Z,P,P,P
3532,Z,P,P,P
3533,Z,P,P,P
3534,Z,P,P,P
3535,Z,P,P,P
3536,Z,K,K,K
3537,Z,P,P,K
3538,Z,P,P,P
3539,Z,K,K,K
3540,Z,P,P,P
3541,Z,K,K,K
3542,Z,K,K,K
3543,Z,K,K,K
3544,Z,P,P,P
3545,Z,K,K,P
3546,Z,P,P,K
3547,Z,P,P,K
3548,Z,K,K,P
3549,Z,P,P,P
3550,Z,P,P,P
3551,Z,K,K,K
3552,Z,K,K,P
3553,Z,P,P,P
3554,Z,P,P,P
3555,Z,K,K,K
3556,Z,P,P,K
3557,Z,K,K,K
3558,Z,K,P,K
3559,Z,P,K,P
3560,Z,K,K,K
3561,Z,P,P,P
3562,Z,K,K,P
3563,Z,P,P,P
3564,Z,P,K,P
3565,Z,K,K,K
3566,Z,K,K,P
3567,Z,P,P,P
3568,Z,P,P,K
3569,Z,P,K,P
3570,Z,K,P,P
3571,Z,P,P,P
3572,Z,K,K,P
3573,Z,K,K,K
3574,Z,P,P,P
3575,Z,K,K,K
3576,Z,K,K,P
3577,Z,P,P,K
3578,Z,K,P,K
3579,Z,K,K,K
3580,Z,P,P,P
3581,Z,P,K,K
3582,Z,P,P,P
3583,Z,P,P,P
3584,Z,K,K,K
3585,Z,K,K,K
3586,Z,K,K,K
3587,Z,P,P,P
3588,Z,K,P,K
3589,Z,K,K,K
3590,Z,P,P,P
3591,Z,K,K,K
3592,Z,K,K,K
3593,Z,K,K,K
3594,Z,K,K,K
3595,Z,P,P,P
3596,Z,P,K,P
3597,Z,K,K,K
3598,Z,K,K,K
3599,Z,K,K,P
3600,Z,K,K,K
3601,Z,K,K,K
3602,Z,P,P,P
3603,Z,P,P,K
3604,Z,P,P,P
3605,Z,K,K,P
3606,Z,P,P,P
3607,Z,K,K,K
3608,Z,P,K,P
3609,Z,K,K,K
3610,Z,K,K,K
3611,Z,K,K,K
3612,Z,P,P,K
3613,Z,K,K,K
3614,Z,P,P,P
3615,Z,K,K,K
3616,Z,K,K,K
3617,Z,P,P,P
3618,Z,K,K,P
3619,Z,P,P,K
3620,Z,K,K,K
3621,Z,P,P,P
3622,Z,K,P,K
3623,Z,P,K,P
3624,Z,P,P,P
3625,Z,P,P,K
3626,Z,K,K,K
3627,Z,K,K,K
3628,Z,K,K,P
3629,Z,P,P,P
3630,Z,P,K,P
3631,Z,P,P,K
3632,Z,P,K,K
3633,Z,K,K,K
3634,Z,K,K,K
3635,Z,P,P,K
3636,Z,P,K,P
3637,Z,P,K,P
3638,Z,K,K,P
3639,Z,P,P,P
3640,Z,P,K,P
3641,Z,P,P,P
3642,Z,K,K,P
3643,Z,P,P,P
3644,Z,P,P,P
3645,Z,P,P,P
3646,Z,P,P,K
3647,Z,K,K,P
3648,Z,K,K,K
3649,Z,K,K,K
3650,Z,P,K,K
3651,Z,P,P,P
3652,Z,K,P,K
3653,Z,P,P,K
3654,Z,P,P,P
3655,Z,K,K,P
3656,Z,K,P,K
3657,Z,K,K,K
3658,Z,K,K,K
3659,Z,P,K,P
3660,Z,P,P,P
3661,Z,K,K,K
3662,Z,P,K,P
3663,Z,P,K,P
3664,Z,P,K,P
3665,Z,K,K,P
3666,Z,P,K,P
3667,Z,P,K,K
3668,Z,K,K,K
3669,Z,P,P,P
3670,Z,K,K,K
3671,Z,P,P,P
3672,Z,K,K,P
3673,Z,P,P,P
3674,Z,P,K,P
3675,Z,K,P,P
3676,Z,P,P,K
3677,Z,K,K,K
3678,Z,P,P,P
3679,Z,K,K,K
3680,Z,P,K,P
3681,Z,K,K,P
3682,Z,P,P,P
3683,Z,P,K,K
3684,Z,P,P,P
3685,Z,K,P,K
3686,Z,K,K,P
3687,Z,K,K,P
3688,Z,K,K,P
3689,Z,P,K,K
3690,Z,K,K,K
3691,Z,K,K,P
3692,Z,K,K,P
3693,Z,P,P,K
3694,Z,K,K,K
3695,Z,K,K,K
3696,Z,K,K,K
3697,Z,P,P,P
3698,Z,P,K,P
3699,Z,P,P,P
3700,Z,K,K,K
3701,Z,P,P,P
3702,Z,K,K,K
3703,Z,P,P,P
3704,Z,P,P,P
3705,Z,K,P,P
3706,Z,K,K,K
3707,Z,P,P,P
3708,Z,K,K,K
3709,Z,P,P,P
3710,Z,P,P,P
3711,Z,P,K,P
3712,Z,P,P,K
3713,Z,K,K,P
3714,Z,P,P,P
3715,Z,P,P,P
3716,Z,K,K,K
3717,Z,P,P,P
3718,Z,K,K,P
3719,Z,K,P,P
3720,Z,K,K,K
3721,Z,K,P,P
3722,Z,P,P,K
3723,Z,P,P,P
3724,Z,K,K,K
3725,Z,K,K,K
3726,Z,K,K,K
3727,Z,K,K,K
3728,Z,P,P,P
3729,Z,K,K,P
3730,Z,P,P,K
3731,Z,K,K,P
3732,Z,P,P,P
3733,Z,P,K,K
3734,Z,P,P,K
3735,Z,K,K,K
3736,Z,P,P,P
3737,Z,P,K,P
3738,Z,P,P,P
3739,Z,K,K,K
3740,Z,K,K,P
3741,Z,P,K,K
3742,Z,K,K,K
3743,Z,P,P,P
3744,Z,K,K,K
3745,Z,P,K,P
3746,Z,K,K,K
3747,Z,K,P,K
3748,Z,P,P,P
3749,Z,K,K,P
3750,Z,P,P,P
3751,Z,K,K,K
3752,Z,K,K,K
3753,Z,K,K,K
3754,Z,K,K,K
3755,Z,P,P,K
3756,Z,K,K,K
3757,Z,P,P,P
3758,Z,P,P,K
3759,Z,K,P,K
3760,Z,K,K,K
3761,Z,P,P,P
3762,Z,P,K,P
3763,Z,K,K,P
3764,Z,K,P,K
3765,Z,K,K,K
3766,Z,K,P,K
3767,Z,K,K,K
3768,Z,P,P,K
3769,Z,K,P,K
3770,Z,P,P,P
3771,Z,P,P,K
3772,Z,K,K,K
3773,Z,K,K,K
3774,Z,P,K,K
3775,Z,P,P,P
3776,Z,P,P,P
3777,Z,P,K,P
3778,Z,K,K,P
3779,Z,P,P,P
3780,Z,P,P,K
3781,Z,P,P,P
3782,Z,P,P,P
3783,Z,P,P,P
3784,Z,P,P,K
3785,Z,P,P,P
3786,Z,P,P,K
3787,Z,P,P,P
3788,Z,P,P,P
3789,Z,K,K,K
3790,Z,P,K,P
3791,Z,P,P,P
3792,Z,P,K,P
3793,Z,K,K,K
3794,Z,P,P,K
3795,Z,P,P,P
3796,Z,K,K,K
3797,Z,P,P,P
3798,Z,K,K,K
3799,Z,P,P,P
3800,Z,P,P,P
3801,Z,P,P,K
3802,Z,K,K,K
3803,Z,K,K,P
3804,Z,P,P,K
3805,Z,P,K,P
3806,Z,P,P,K
3807,Z,P,P,K
3808,Z,K,K,K
3809,Z,K,K,K
3810,Z,K,K,K
3811,Z,K,K,K
3812,Z,K,P,K
3813,Z,K,K,P
3814,Z,K,K,K
3815,Z,K,K,K
3816,Z,K,K,K
3817,Z,P,P,P
3818,Z,K,P,K
3819,Z,P,P,P
3820,Z,P,K,P
3821,Z,K,K,K
3822,Z,P,P,K
3823,Z,K,K,P
3824,Z,P,P,P
3825,Z,P,K,P
3826,Z,P,K,K
3827,Z,P,K,K
3828,Z,K,K,K
3829,Z,K,K,P
3830,Z,P,P,P
3831,Z,P,P,K
3832,Z,P,P,P
3833,Z,P,P,K
3834,Z,P,P,P
3835,Z,P,P,P
3836,Z,P,K,P
3837,Z,K,K,K
3838,Z,P,K,P
3839,Z,P,P,P
3840,Z,P,P,P
3841,Z,K,K,K
3842,Z,P,K,P
3843,Z,P,K,P
3844,Z,K,K,K
3845,Z,K,P,K
3846,Z,K,K,K
3847,Z,K,K,K
3848,Z,K,K,K
3849,Z,P,K,K
3850,Z,K,K,K
3851,Z,P,P,P
3852,Z,K,K,K
3853,Z,P,P,P
3854,Z,P,K,P
3855,Z,K,K,K
3856,Z,K,K,K
3857,Z,K,K,K
3858,Z,K,K,K
3859,Z,P,P,K
3860,Z,P,P,P
3861,Z,K,K,K
3862,Z,K,K,K
3863,Z,P,K,P
3864,Z,P,P,P
3865,Z,P,P,P
3866,Z,P,P,P
3867,Z,K,K,P
3868,Z,K,K,K
3869,Z,P,P,P
3870,Z,P,K,K
3871,Z,P,K,P
3872,Z,P,P,K
3873,Z,K,K,K
3874,Z,P,P,P
3875,Z,K,P,K
3876,Z,K,K,K
3877,Z,K,P,K
3878,Z,P,P,K
3879,Z,K,K,K
3880,Z,K,K,K
3881,Z,P,K,P
3882,Z,K,K,K
3883,Z,K,P,K
3884,Z,P,P,P
3885,Z,P,P,P
3886,Z,P,P,P
3887,Z,K,K,K
3888,Z,K,K,P
3889,Z,P,P,P
3890,Z,K,K,P
3891,Z,K,K,P
3892,Z,K,P,K
3893,Z,P,K,P
3894,Z,K,K,K
3895,Z,K,K,P
3896,Z,P,P,P
3897,Z,P,P,K
3898,Z,P,P,K
3899,Z,P,P,P
3900,Z,K,K,K
3901,Z,K,K,K
3902,Z,K,P,P
3903,Z,P,P,P
3904,Z,P,P,P
3905,Z,K,K,K
3906,Z,K,K,K
3907,Z,P,P,P
3908,Z,P,P,P
3909,Z,K,P,K
3910,Z,P,P,P
3911,Z,P,K,P
3912,Z,K,P,P
3913,Z,K,K,K
3914,Z,K,K,K
3915,Z,P,K,P
3916,Z,K,P,K
3917,Z,K,K,P
3918,Z,P,P,P
3919,Z,P,P,P
3920,Z,K,K,P
3921,Z,P,P,K
3922,Z,K,K,K
3923,Z,P,P,P
3924,Z,P,P,P
3925,Z,P,P,P
3926,Z,K,K,K
3927,Z,P,P,P
3928,Z,P,K,P
3929,Z,K,K,K
3930,Z,K,K,K
3931,Z,P,P,P
3932,Z,P,P,P
3933,Z,P,P,P
3934,Z,P,P,P
3935,Z,P,P,P
3936,Z,P,P,P
3937,Z,K,K,K
3938,Z,K,K,K
3939,Z,P,P,P
3940,Z,P,P,P
3941,Z,P,P,P
3942,Z,P,P,P
3943,Z,P,P,P
3944,Z,K,K,K
3945,Z,K,K,K
3946,Z,P,P,K
3947,Z,P,P,K
3948,Z,K,K,K
3949,Z,K,K,K
3950,Z,P,P,P
3951,Z,K,K,K
3952,Z,P,K,K
3953,Z,K,P,K
3954,Z,P,K,P
3955,Z,P,P,P
3956,Z,P,P,P
3957,Z,P,P,K
3958,Z,P,K,P
3959,Z,P,K,P
3960,Z,P,P,P
3961,Z,K,K,K
3962,Z,P,K,P
3963,Z,P,P,P
3964,Z,K,K,K
3965,Z,K,P,K
3966,Z,P,K,K
3967,Z,P,K,P
3968,Z,K,K,K
3969,Z,K,K,P
3970,Z,P,P,P
3971,Z,K,K,K
3972,Z,P,P,P
3973,Z,K,P,K
3974,Z,P,P,P
3975,Z,P,P,P
3976,Z,P,P,P
3977,Z,K,K,P
3978,Z,K,K,K
3979,Z,K,K,K
3980,Z,P,P,P
3981,Z,P,K,K
3982,Z,K,K,K
3983,Z,P,K,K
3984,Z,P,P,K
3985,Z,K,K,K
3986,Z,P,K,P
3987,Z,K,K,K
3988,Z,P,P,P
3989,Z,K,K,K
3990,Z,K,K,K
3991,Z,P,K,P
3992,Z,K,K,K
3993,Z,P,P,P
3994,Z,K,K,P
3995,Z,P,K,K
3996,Z,P,P,K
3997,Z,K,K,K
3998,Z,P,P,P
3999,Z,P,P,P
4000,Z,P,K,P
4001,Z,K,K,K
4002,Z,K,K,P
4003,Z,K,K,K
4004,Z,K,K,K
4005,Z,K,K,K
4006,Z,K,K,P
4007,Z,K,K,K
4008,Z,K,K,K
4009,Z,K,K,K
4010,Z,P,K,K
4011,Z,K,P,K
4012,Z,K,K,K
4013,Z,P,P,K
4014,Z,K,K,K
4015,Z,P,P,P
4016,Z,K,K,P
4017,Z,K,K,K
4018,Z,P,P,K
4019,Z,P,P,P
4020,Z,P,P,K
4021,Z,P,P,K
4022,Z,K,K,K
4023,Z,P,P,K
4024,Z,P,P,P
4025,Z,P,K,P
4026,Z,P,P,P
4027,Z,P,K,P
4028,Z,P,P,P
4029,Z,K,P,P
4030,Z,P,P,P
4031,Z,P,K,K
4032,Z,K,K,K
4033,Z,K,P,K
4034,Z,P,K,P
4035,Z,K,K,K
4036,Z,P,P,K
4037,Z,K,K,K
4038,Z,P,P,P
4039,Z,P,P,P
4040,Z,K,K,K
4041,Z,P,P,P
4042,Z,P,P,P
4043,Z,P,P,P
4044,Z,K,K,K
4045,Z,P,P,K
4046,Z,K,K,K
4047,Z,K,K,K
4048,Z,P,P,P
4049,Z,P,P,K
4050,Z,K,K,K
4051,Z,K,K,K
4052,Z,P,K,K
4053,Z,K,K,P
4054,Z,P,P,P
4055,Z,P,P,P
4056,Z,P,P,P
4057,Z,K,K,K
4058,Z,P,K,P
4059,Z,K,K,K
4060,Z,K,K,P
4061,Z,P,P,K
4062,Z,P,P,P
4063,Z,K,K,K
4064,Z,P,K,P
4065,Z,K,K,K
4066,Z,K,K,P
4067,Z,P,P,P
4068,Z,P,K,P
4069,Z,P,P,P
4070,Z,P,K,P
4071,Z,K,K,K
4072,Z,P,K,P
4073,Z,K,K,K
4074,Z,K,K,K
4075,Z,K,K,K
4076,Z,P,K,K
4077,Z,P,K,P
4078,Z,P,P,P
4079,Z,K,K,K
4080,Z,P,K,P
4081,Z,P,P,P
4082,Z,P,P,P
4083,Z,K,K,K
4084,Z,P,P,P
4085,Z,P,P,K
4086,Z,K,K,K
4087,Z,P,P,K
4088,Z,P,P,P
4089,Z,K,K,K
4090,Z,K,K,K
4091,Z,P,P,P
4092,Z,P,P,P
4093,Z,K,K,K
4094,Z,P,P,P
4095,Z,K,K,K
4096,Z,P,K,P
4097,Z,K,K,K
4098,Z,K,K,K
4099,Z,P,K,K
4100,Z,P,K,P
4101,Z,K,P,K
4102,Z,P,P,P
4103,Z,K,K,K
4104,Z,P,P,K
4105,Z,K,K,K
4106,Z,P,P,P
4107,Z,K,K,K
4108,Z,K,K,K
4109,Z,K,K,K
4110,Z,K,K,K
4111,Z,P,P,K
4112,Z,K,K,K
4113,Z,P,K,K
4114,Z,P,K,P
4115,Z,P,P,P
4116,Z,P,P,P
4117,Z,K,K,K
4118,Z,P,P,P
4119,Z,P,K,P
4120,Z,P,P,P
4121,Z,P,K,K
4122,Z,K,P,K
4123,Z,K,K,K
4124,Z,K,P,P
4125,Z,P,P,K
4126,Z,K,K,K
4127,Z,K,K,K
4128,Z,K,K,K
4129,Z,K,P,P
4130,Z,K,K,K
4131,Z,P,P,P
4132,Z,K,K,K
4133,Z,P,P,P
4134,Z,K,K,K
4135,Z,P,P,P
4136,Z,K,K,K
4137,Z,P,P,P
4138,Z,P,K,P
4139,Z,P,P,P
4140,Z,K,K,K
4141,Z,P,P,P
4142,Z,K,K,P
4143,Z,P,K,P
4144,Z,P,P,P
4145,Z,P,K,P
4146,Z,P,K,K
4147,Z,K,K,K
4148,Z,K,K,K
4149,Z,P,K,K
4150,Z,K,P,K
4151,Z,K,K,K
4152,Z,P,K,P
4153,Z,P,P,P
4154,Z,K,K,P
4155,Z,K,K,K
4156,Z,P,P,P
4157,Z,K,K,K
4158,Z,P,K,P
4159,Z,K,K,K
4160,Z,P,K,P
4161,Z,P,P,P
4162,Z,P,K,P
4163,Z,P,K,P
4164,Z,P,P,P
4165,Z,P,P,K
4166,Z,P,P,P
4167,Z,P,P,P
4168,Z,K,P,P
4169,Z,P,P,P
4170,Z,K,K,P
4171,Z,P,P,P
4172,Z,K,P,K
4173,Z,K,K,K
4174,Z,P,P,K
4175,Z,K,K,P
4176,Z,P,K,K
4177,Z,K,K,P
4178,Z,P,P,P
4179,Z,K,K,K
4180,Z,K,K,P
4181,Z,P,P,P
4182,Z,P,P,K
4183,Z,K,K,K
4184,Z,P,K,P
4185,Z,P,K,K
4186,Z,K,K,K
4187,Z,P,P,K
4188,Z,K,K,K
4189,Z,P,K,P
4190,Z,P,P,P
4191,Z,P,K,P
4192,Z,K,K,P
4193,Z,P,P,P
4194,Z,K,K,K
4195,Z,K,K,K
4196,Z,P,P,K
4197,Z,P,P,P
4198,Z,P,P,P
4199,Z,P,P,K
4200,Z,K,K,P
4201,Z,K,K,K
4202,Z,P,P,P
4203,Z,K,K,K
4204,Z,P,P,P
4205,Z,K,K,K
4206,Z,P,P,P
4207,Z,P,K,P
4208,Z,P,P,P
4209,Z,P,P,P
4210,Z,P,P,K
4211,Z,P,P,P
4212,Z,K,P,K
4213,Z,P,K,P
4214,Z,K,K,K
4215,Z,P,K,P
4216,Z,K,K,P
4217,Z,K,K,K
4218,Z,K,K,K
4219,Z,P,P,K
4220,Z,P,K,P
4221,Z,P,K,P
4222,Z,P,P,P
4223,Z,K,K,K
4224,Z,K,K,K
4225,Z,K,K,K
4226,Z,P,P,P
4227,Z,P,P,P
4228,Z,P,P,P
4229,Z,P,P,K
4230,Z,P,P,P
4231,Z,P,P,P
4232,Z,P,K,P
4233,Z,K,K,K
4234,Z,P,P,P
4235,Z,K,K,K
4236,Z,P,P,P
4237,Z,P,P,K
4238,Z,P,K,K
4239,Z,K,K,P
4240,Z,P,P,K
4241,Z,K,K,K
4242,Z,K,K,P
4243,Z,P,P,P
4244,Z,K,K,K
4245,Z,P,P,P
4246,Z,K,K,K
4247,Z,P,P,P
4248,Z,P,P,P
4249,Z,K,K,P
4250,Z,P,P,P
4251,Z,K,K,K
4252,Z,P,K,P
4253,Z,K,K,K
4254,Z,P,P,P
4255,Z,P,P,P
4256,Z,K,K,K
4257,Z,K,K,P
4258,Z,K,P,K
4259,Z,P,P,P
4260,Z,K,K,K
4261,Z,K,K,K
4262,Z,P,K,P
4263,Z,P,P,P
4264,Z,P,P,P
4265,Z,P,P,K
4266,Z,P,P,K
4267,Z,K,K,K
4268,Z,K,K,K
4269,Z,K,K,P
4270,Z,P,K,P
4271,Z,P,K,P
4272,Z,K,K,K
4273,Z,P,P,P
4274,Z,K,K,K
4275,Z,K,P,K
4276,Z,P,P,P
4277,Z,P,P,P
4278,Z,K,K,P
4279,Z,P,P,P
4280,Z,P,P,K
4281,Z,K,K,K
4282,Z,P,P,P
4283,Z,P,P,P
4284,Z,P,K,K
4285,Z,P,K,P
4286,Z,P,P,P
4287,Z,P,P,P
4288,Z,K,K,K
4289,Z,P,P,P
4290,Z,P,P,P
4291,Z,P,P,P
4292,Z,P,K,K
4293,Z,K,K,K
4294,Z,K,P,K
4295,Z,P,P,K
4296,Z,K,K,K
4297,Z,P,P,K
4298,Z,K,K,K
4299,Z,K,K,K
4300,Z,K,K,K
4301,Z,P,P,K
4302,Z,K,K,K
4303,Z,K,K,K
4304,Z,K,K,K
4305,Z,K,K,K
4306,Z,P,P,K
4307,Z,P,P,P
4308,Z,K,K,K
4309,Z,K,K,K
4310,Z,P,K,P
4311,Z,P,K,P
4312,Z,K,K,K
4313,Z,P,P,P
4314,Z,K,K,K
4315,Z,K,K,P
4316,Z,P,K,P
4317,Z,P,P,P
4318,Z,P,P,P
4319,Z,K,K,P
4320,Z,P,P,P
4321,Z,P,K,P
4322,Z,P,P,K
4323,Z,P,P,K
4324,Z,P,P,P
4325,Z,K,P,P
4326,Z,P,P,P
4327,Z,P,K,P
4328,Z,P,K,K
4329,Z,P,P,P
4330,Z,K,K,K
4331,Z,P,K,P
4332,Z,P,K,P
4333,Z,K,K,K
4334,Z,K,K,K
4335,Z,K,K,K
4336,Z,K,K,P
4337,Z,K,P,P
4338,Z,K,P,K
4339,Z,K,K,K
4340,Z,K,P,P
4341,Z,K,K,P
4342,Z,K,K,K
4343,Z,P,P,P
4344,Z,K,K,K
4345,Z,P,P,P
4346,Z,P,P,K
4347,Z,P,K,K
4348,Z,P,P,P
4349,Z,P,K,K
4350,Z,K,K,K
4351,Z,K,K,P
4352,Z,K,K,K
4353,Z,P,K,P
4354,Z,K,K,K
4355,Z,P,K,P
4356,Z,P,P,K
4357,Z,K,K,K
4358,Z,K,K,K
4359,Z,P,P,K
4360,Z,K,K,K
4361,Z,K,K,K
4362,Z,K,K,K
4363,Z,P,K,K
4364,Z,K,K,K
4365,Z,P,P,K
4366,Z,K,K,K
4367,Z,P,P,P
4368,Z,K,K,K
4369,Z,P,K,K
4370,Z,K,P,K
4371,Z,K,K,K
4372,Z,K,K,P
4373,Z,P,P,P
4374,Z,P,P,P
4375,Z,P,K,K
4376,Z,K,K,K
4377,Z,K,K,K
4378,Z,K,K,K
4379,Z,P,P,P
4380,Z,P,P,K
4381,Z,P,P,K
4382,Z,K,K,P
4383,Z,P,P,P
4384,Z,P,P,K
4385,Z,P,P,P
4386,Z,P,P,P
4387,Z,P,P,P
4388,Z,K,K,K
4389,Z,P,K,P
4390,Z,P,P,P
4391,Z,K,K,K
4392,Z,K,K,P
4393,Z,K,K,K
4394,Z,P,K,K
4395,Z,P,P,P
4396,Z,K,K,K
4397,Z,P,P,P
4398,Z,P,K,P
4399,Z,P,P,P
4400,Z,K,K,K
4401,Z,K,P,K
4402,Z,K,K,K
4403,Z,K,P,K
4404,Z,P,P,P
4405,Z,P,P,P
4406,Z,K,P,K
4407,Z,K,K,K
4408,Z,K,P,K
4409,Z,P,K,K
4410,Z,K,P,K
4411,Z,P,K,K
4412,Z,K,K,K
4413,Z,K,K,K
4414,Z,K,K,K
4415,Z,P,P,P
4416,Z,P,P,P
4417,Z,P,K,P
4418,Z,K,K,K
4419,Z,K,K,K
4420,Z,K,P,K
4421,Z,K,K,K
4422,Z,K,P,K
4423,Z,P,P,P
4424,Z,P,P,P
4425,Z,K,K,K
4426,Z,P,P,P
4427,Z,P,P,P
4428,Z,K,P,P
4429,Z,P,P,P
4430,Z,K,K,P
4431,Z,P,P,K
4432,Z,K,K,K
4433,Z,K,P,P
4434,Z,K,K,K
4435,Z,K,K,K
4436,Z,K,K,K
4437,Z,P,P,P
4438,Z,P,P,P
4439,Z,P,K,P
4440,Z,P,P,K
4441,Z,K,K,K
4442,Z,K,K,K
4443,Z,P,K,P
4444,Z,K,K,P
4445,Z,P,P,P
4446,Z,K,K,K
4447,Z,K,K,K
4448,Z,K,K,K
4449,Z,P,P,P
4450,Z,P,P,K
4451,Z,K,K,K
4452,Z,K,K,K
4453,Z,P,P,P
4454,Z,K,K,K
4455,Z,K,K,K
